"weibo_url","logos","borrowed_binary","intrinsic_binary","positive_binary","negative_binary","patriotism_binary","pathos_other_binary","reciprocity_binary","storytelling_binary","gratitude_binary","repetition_binary"
"http://weibo.com/1025922391/EwA3LwXO9","1","0","0","0","0","0","0","0","0","0","1"
"http://weibo.com/1026938260/zaxjk63WW","0","0","0","0","1","0","0","0","0","0","1"
"http://weibo.com/1027138710/zcT1ZyeNi","1","1","0","0","1","0","0","0","0","0","1"
"http://weibo.com/1027187273/EDC1Q7ycV","0","0","0","0","0","0","0","0","0","0","1"
"http://weibo.com/1028147680/Cl2qRvst6","0","0","0","0","1","0","0","0","0","1","0"
"http://weibo.com/1029374230/A0HwhjzpL","0","0","0","0","0","0","1","0","0","0","1"
"http://weibo.com/1029374230/yzXW5nobJ","0","0","0","0","0","0","0","0","0","0","1"
"http://weibo.com/1029374230/zmDwc1MU3","0","0","0","0","1","0","0","0","0","0","1"
"http://weibo.com/1029407662/yCpJFg18R","0","0","0","0","0","1","0","0","0","0","0"
"http://weibo.com/1030280657/ChokBf1po","1","0","0","0","0","1","0","0","0","0","0"
"http://weibo.com/1030519871/ArdDOePYs","0","0","0","1","0","0","0","0","0","0","0"
"http://weibo.com/1030906941/ClIOW0VU5","0","0","0","0","0","0","0","0","0","0","0"
"http://weibo.com/1031054022/CEao4F45d","0","1","0","0","1","0","0","0","0","0","1"
"http://weibo.com/1031054022/F2SQZvZGi","0","0","0","0","1","0","0","0","0","0","1"
"http://weibo.com/1031903523/Ceh5ttyq7","0","0","0","0","1","0","0","1","0","1","0"
"http://weibo.com/1032272495/C8fB4iQTA","0","0","0","0","1","0","0","0","0","1","0"
"http://weibo.com/1032506195/B7lOxpfKH","0","0","0","0","1","0","0","0","0","0","1"
"http://weibo.com/1032550367/Cg7Sb2EVo","0","0","0","0","1","0","0","1","0","1","0"
"http://weibo.com/1032988681/B9hwCB7eZ","0","0","0","0","1","0","0","0","0","1","0"
"http://weibo.com/1033054981/CipQlvWJa","1","1","0","0","1","0","0","0","0","0","0"
"http://weibo.com/1033212031/A45Y5bYmj","0","0","0","0","1","0","0","0","0","0","0"
"http://weibo.com/1033212031/B73fWEScT","0","0","0","0","0","0","0","0","0","0","0"
"http://weibo.com/1033436027/zmcmRo8XX","1","0","0","0","0","0","1","0","0","0","1"
"http://weibo.com/1033535002/FbLN04b89","0","0","0","0","1","0","0","0","0","0","0"
"http://weibo.com/1033543930/zA8O3tbrf","0","0","0","0","1","0","0","0","0","0","1"
"http://weibo.com/1033644230/A7UkryugI","1","0","0","0","0","0","0","0","0","0","1"
"http://weibo.com/1034619195/CjNhQdZ2Z","0","0","0","0","1","0","0","1","0","1","0"
"http://weibo.com/1034983730/CjCkUxr3W","0","0","0","0","1","0","0","1","0","1","0"
"http://weibo.com/1035032131/AAUbOfZHN","0","1","0","0","0","0","0","0","0","0","1"
"http://weibo.com/1035938010/A2VYqzenZ","0","0","0","0","1","0","0","0","0","1","0"
"http://weibo.com/1036132881/CirDP7dW9","1","1","0","0","0","0","0","0","0","0","0"
"http://weibo.com/1036417300/A0Ev0f6jq","0","0","0","0","0","0","1","0","0","0","1"
"http://weibo.com/1036636410/z2icR8Tl3","1","0","0","0","0","0","0","0","0","0","1"
"http://weibo.com/1036904145/z9rTdteJv","0","0","0","1","0","0","0","0","0","0","1"
"http://weibo.com/1039142083/zt1Lkfk3N","0","0","0","0","1","0","0","0","0","0","0"
"http://weibo.com/1039143965/D12bNnQCQ","1","0","0","0","1","0","0","0","0","0","1"
"http://weibo.com/1039159822/zcY8Br0g9","1","1","0","0","1","0","0","0","0","0","0"
"http://weibo.com/1039168810/B72cIfMzy","0","0","0","0","0","0","0","0","0","0","0"
"http://weibo.com/1039381781/CaRBYmUJ0","0","0","0","0","1","0","0","0","0","1","0"
"http://weibo.com/1039533510/BsuWWDjVY","1","1","0","0","1","0","0","0","0","0","1"
"http://weibo.com/1039802142/CtE9mwzGy","1","0","0","0","0","0","0","0","0","0","0"
"http://weibo.com/1039834980/Dq9d6vxhk","0","0","0","0","1","0","0","1","0","1","0"
"http://weibo.com/1040123665/CaefPnXre","0","0","0","0","1","0","0","0","0","1","0"
"http://weibo.com/1040163605/zwQw8dZXa","0","0","0","0","1","0","0","0","0","0","0"
"http://weibo.com/1040445513/B6PVl4rdn","0","0","0","0","1","0","0","0","0","0","0"
"http://weibo.com/1040445513/C90TrpveX","0","0","0","0","0","0","0","0","1","0","1"
"http://weibo.com/1041165241/Cof3O9Qw5","1","0","0","0","1","0","0","0","0","0","1"
"http://weibo.com/1041497895/zvu5xES2h","1","0","0","0","0","0","0","0","0","0","0"
"http://weibo.com/1041571747/EvVrHhgcU","0","0","0","0","1","0","0","0","0","0","0"
"http://weibo.com/1041615255/A6GjS1lny","1","0","0","0","0","0","0","0","0","0","1"
"http://weibo.com/1041623083/zAaCdC3bN","0","0","0","0","1","0","0","0","0","0","1"
"http://weibo.com/1041767682/CEUlDjUgP","1","1","0","0","1","0","0","0","0","0","0"
"http://weibo.com/1041955264/zxGSAgxMo","1","0","0","0","1","0","0","0","0","0","1"
"http://weibo.com/1042005372/A4rjtmWXj","0","0","0","0","1","0","0","0","0","1","0"
"http://weibo.com/1042275254/A2xZelepo","0","0","0","0","1","0","0","0","0","1","0"
"http://weibo.com/1042282663/zEMqL0H2E","0","0","0","0","1","0","0","0","0","0","0"
"http://weibo.com/1042343350/A2Qf0dmIT","0","0","0","0","1","0","0","0","0","1","0"
"http://weibo.com/1042444454/CvKQpnLtf","0","0","0","0","1","0","0","0","0","0","1"
"http://weibo.com/1042683173/zmYoxr4Uz","1","1","0","0","1","0","0","0","0","0","1"
"http://weibo.com/1042857523/Ce3ks1Ajf","0","0","0","0","1","0","0","1","0","1","0"
"http://weibo.com/1043126152/zt4r8si5f","0","0","0","0","0","0","0","0","0","0","0"
"http://weibo.com/1043244310/EDlFwhAa0","0","0","0","0","0","0","0","0","0","0","0"
"http://weibo.com/1043287235/ztnLJrwlN","0","0","0","0","1","0","0","0","0","0","1"
"http://weibo.com/1043320390/B4JDgD0by","1","0","0","0","0","0","0","0","1","0","1"
"http://weibo.com/1043320390/Beoytl8aR","0","0","0","0","1","0","0","0","0","0","1"
"http://weibo.com/1043903564/CinDAF0gm","1","0","0","0","0","0","0","0","0","0","0"
"http://weibo.com/1043913281/zActU5stD","0","0","0","0","0","0","0","0","0","0","1"
"http://weibo.com/1043917662/CvWP6ad1L","1","0","0","0","1","0","0","0","0","0","0"
"http://weibo.com/1044151140/CauR5ye0x","0","0","0","0","1","0","0","0","0","1","0"
"http://weibo.com/1044585931/z7z8C8IWC","0","0","0","0","1","0","0","0","0","0","1"
"http://weibo.com/1044733422/B79I230dd","0","0","0","0","1","0","0","0","0","0","1"
"http://weibo.com/1044831894/z7yM8zfGd","0","0","0","0","0","0","0","0","0","0","1"
"http://weibo.com/1044842047/DvuB4ajML","0","0","0","0","0","0","0","0","0","0","0"
"http://weibo.com/1044937630/ztdRIhIP6","0","0","0","1","0","0","0","0","0","0","0"
"http://weibo.com/1045013922/zt4xVsOkT","0","0","0","1","0","0","0","0","0","0","0"
"http://weibo.com/1045108352/CbKJBABBV","1","1","0","0","1","0","0","0","0","0","1"
"http://weibo.com/1045508955/znBuE513C","0","0","0","0","0","0","0","0","0","0","0"
"http://weibo.com/1045813652/FaJ3CDSHv","0","0","0","0","1","0","0","0","0","0","1"
"http://weibo.com/1045871234/zmwxvabSF","0","0","0","0","0","0","1","0","0","0","1"
"http://weibo.com/1045880445/yBg8kf6J1","1","0","0","0","0","1","0","0","0","0","1"
"http://weibo.com/1046279075/C3X7Ki2Kd","0","0","0","0","1","0","0","0","0","1","0"
"http://weibo.com/1046330545/F9HXzowYi","0","0","0","0","1","0","0","0","0","0","0"
"http://weibo.com/1046457711/zAc44fH5W","0","0","0","0","1","0","0","0","0","0","1"
"http://weibo.com/1047095247/A0uDmhYuj","1","1","0","0","1","0","0","0","0","0","1"
"http://weibo.com/1047111141/zt5jYDsz0","0","0","0","0","0","0","0","0","0","0","1"
"http://weibo.com/1047434107/E5cFE2bE6","0","0","0","0","1","0","0","0","0","0","0"
"http://weibo.com/1047718533/A3uGRf8Kc","1","1","0","0","1","0","0","0","0","0","0"
"http://weibo.com/1047865900/AqI26zGRq","0","0","0","0","1","0","0","0","0","0","0"
"http://weibo.com/1047997560/z4e9QB2Vy","0","1","0","0","1","0","0","0","0","1","1"
"http://weibo.com/1048541842/C40rLfO0g","0","0","0","0","1","0","0","0","0","1","0"
"http://weibo.com/1048630987/zEiMi7OSC","1","1","0","0","1","0","0","0","0","0","1"
"http://weibo.com/1048939537/CdX8kxh58","0","0","0","0","1","0","0","1","0","1","0"
"http://weibo.com/1049092272/CnSHWplEl","1","0","0","0","1","0","0","0","0","0","1"
"http://weibo.com/1050043237/zqRSglLIG","0","0","0","0","0","0","0","0","0","0","1"
"http://weibo.com/1050157320/Ciw2b09No","1","1","0","0","1","0","0","0","0","0","0"
"http://weibo.com/1050241223/CojKs7SFH","1","0","0","0","1","0","0","0","0","0","0"
"http://weibo.com/1050306925/CyORK5HTT","0","0","0","0","0","0","1","0","0","0","1"
"http://weibo.com/1050558141/Cj2pLEdqO","1","0","0","0","1","0","0","0","0","0","0"
"http://weibo.com/1050558141/CjKPcvJI8","0","0","0","0","1","0","0","1","0","1","0"
"http://weibo.com/1050647232/ztcYPovXp","0","0","0","0","1","0","0","0","1","0","1"
"http://weibo.com/1050793967/yBnX77izS","0","1","0","0","0","0","0","0","0","0","0"
"http://weibo.com/1050793967/yBnXiCCjX","0","0","0","0","0","0","0","0","1","0","1"
"http://weibo.com/1050803647/A1chultpZ","0","0","1","0","1","0","0","0","0","0","0"
"http://weibo.com/1050951164/AmHDPF9o9","0","0","0","1","0","0","0","0","0","0","1"
"http://weibo.com/1050970895/Caf7Kkv97","0","0","0","0","0","0","0","0","0","0","0"
"http://weibo.com/1051050092/yAKGlo3jA","1","0","0","0","0","1","0","0","0","0","1"
"http://weibo.com/1051515464/CcJSKdEp2","1","1","0","0","1","0","0","0","0","0","0"
"http://weibo.com/1051793411/yr5XOb5zC","0","0","0","0","1","0","0","0","0","0","0"
"http://weibo.com/1051999915/zqI3zz79W","1","0","0","0","0","0","0","0","0","0","1"
"http://weibo.com/1052190472/zegThgalu","0","0","0","0","0","0","0","0","0","0","0"
"http://weibo.com/1052610521/zd1otgqgD","1","1","0","0","1","0","0","0","0","0","1"
"http://weibo.com/1053240222/BBNUJ8Dku","0","0","0","0","1","0","0","0","0","1","0"
"http://weibo.com/1053319084/BjBu1FJmm","0","0","0","0","0","0","0","0","1","0","0"
"http://weibo.com/1053533805/BEuQjoL9S","0","0","0","0","0","0","0","0","0","0","0"
"http://weibo.com/1053559714/yAwUHhhds","1","0","0","0","0","1","0","0","0","0","1"
"http://weibo.com/1053639403/C148kl47a","0","0","0","0","1","0","0","0","0","1","0"
"http://weibo.com/1053683387/Cl1ppBhBZ","0","0","0","0","1","0","0","0","0","0","0"
"http://weibo.com/1053715843/BF2TNxNv9","1","1","0","0","1","0","0","0","0","0","0"
"http://weibo.com/1053865263/DvtYlkO8z","0","0","0","0","0","0","1","0","0","0","1"
"http://weibo.com/1053953693/yyrCMkjVE","0","0","0","0","0","0","1","0","1","0","1"
"http://weibo.com/1054158741/HaNB7ntAE","0","0","0","0","1","0","0","0","0","0","1"
"http://weibo.com/1054515830/AAMoW7Rd5","0","1","0","0","0","0","0","0","0","0","1"
"http://weibo.com/1054639995/B4KKSlpyn","0","0","0","0","0","0","1","0","0","0","1"
"http://weibo.com/1054892153/C9KEZoyVg","0","0","0","0","1","0","0","0","0","1","0"
"http://weibo.com/1054966952/Cl1HlhCHa","0","0","0","0","1","0","0","0","0","0","0"
"http://weibo.com/1056471955/Cgzl7ArZ7","1","1","0","0","1","0","0","0","0","0","1"
"http://weibo.com/1057288877/BEqbMgvjR","0","0","0","0","1","0","0","0","0","0","0"
"http://weibo.com/1057556052/z7DZjBeCd","0","0","0","1","0","0","0","0","0","0","0"
"http://weibo.com/1057720517/ChBRM45pD","0","0","0","0","1","0","0","1","0","0","0"
"http://weibo.com/1057765873/A1aSzdH0r","0","0","1","0","1","0","0","0","0","0","0"
"http://weibo.com/1057836041/BECuzsSQl","0","0","0","0","0","0","0","0","0","0","0"
"http://weibo.com/1057871342/BsJQYDWI7","0","0","0","0","1","0","0","0","0","0","0"
"http://weibo.com/1058123813/A0DBfA6nq","0","0","0","0","0","0","0","0","0","0","0"
"http://weibo.com/1058179681/Cvyk7immu","1","0","0","0","1","0","0","0","0","0","1"
"http://weibo.com/1058597294/yCKSXbCOP","0","0","0","0","1","0","0","0","0","0","0"
"http://weibo.com/1058657922/z9gihoCKy","0","0","0","0","1","0","0","0","1","0","1"
"http://weibo.com/1058904683/EnShA2tc1","0","0","1","0","1","0","0","1","0","1","0"
"http://weibo.com/1059711041/zFD6tsrAp","1","1","0","0","1","0","0","0","0","0","1"
"http://weibo.com/1062544155/z984BuapZ","0","0","0","0","1","0","0","0","0","0","1"
"http://weibo.com/1062544155/zleH5oaKR","1","0","0","0","0","0","0","0","0","0","1"
"http://weibo.com/1063040937/yxqJyeUup","0","0","0","0","0","0","0","0","0","0","0"
"http://weibo.com/1063248851/ChvoL1qdq","0","0","0","0","1","0","0","0","0","0","1"
"http://weibo.com/1063377732/ylLnp4TZz","0","0","0","0","0","0","0","0","0","0","1"
"http://weibo.com/1063768873/yBuS5svNW","0","0","0","0","0","0","0","0","1","0","1"
"http://weibo.com/1063768873/z6FTZaB2u","0","0","0","0","1","0","0","0","0","0","1"
"http://weibo.com/1063768873/zrmZYpRhK","1","0","0","0","0","0","0","0","0","0","1"
"http://weibo.com/1063975587/GfQxRDskl","0","0","0","0","0","0","0","0","0","0","0"
"http://weibo.com/1064056163/C9VDltOPK","0","0","0","0","1","0","0","0","0","1","0"
"http://weibo.com/1064353605/C1zfAmTzc","0","0","0","0","0","0","0","0","1","0","1"
"http://weibo.com/1064353605/yAC2BtxaV","1","0","0","0","1","1","0","0","0","0","1"
"http://weibo.com/1064959203/AA45OxhbK","0","1","0","1","0","0","0","0","0","0","0"
"http://weibo.com/1065765903/BEqKP3Vdg","0","0","0","0","0","0","0","0","0","0","1"
"http://weibo.com/1065765903/zliyokswM","0","0","0","0","0","0","0","0","0","0","0"
"http://weibo.com/1066389481/ABn3PsoeU","0","0","0","0","0","0","0","0","0","0","0"
"http://weibo.com/1066720370/CdZfRgip5","0","0","0","0","1","0","0","1","0","1","0"
"http://weibo.com/1067210492/yyx01s6uO","1","0","0","0","0","0","0","0","1","0","1"
"http://weibo.com/1067344672/Fencmg1IJ","0","1","0","0","1","0","0","0","0","0","1"
"http://weibo.com/1068217150/BFkv3asuj","0","0","0","0","0","0","0","0","0","0","1"
"http://weibo.com/1068303362/yw60JAH9Z","1","0","0","0","0","0","0","0","0","0","0"
"http://weibo.com/1068991610/At1AvdjiV","0","0","0","0","1","0","0","0","0","1","0"
"http://weibo.com/1069097795/Cl1JQmC2y","0","0","0","0","1","0","0","0","0","0","0"
"http://weibo.com/1070221914/DAyOF8xRA","0","0","0","0","1","0","0","0","0","1","1"
"http://weibo.com/1070969951/A5cklpoMm","0","0","0","0","0","0","1","0","0","0","0"
"http://weibo.com/1070969951/CDNtXc4ky","0","0","0","0","0","0","0","0","0","0","0"
"http://weibo.com/1070969951/CDNuoogsW","0","0","0","0","0","0","0","0","0","0","0"
"http://weibo.com/1070969951/CDNw8wGSs","0","0","0","1","0","0","0","0","0","0","0"
"http://weibo.com/1070969951/zlosqoURW","0","0","0","0","0","1","0","0","0","0","1"
"http://weibo.com/1071561494/BtDyFf5F5","0","0","0","0","0","0","0","0","1","0","1"
"http://weibo.com/1071724801/zotzDwyvl","0","0","0","0","1","0","0","0","0","0","1"
"http://weibo.com/1072557183/BtwJV8Dnt","1","0","0","0","1","0","0","0","0","0","1"
"http://weibo.com/1072746874/ECaWeEloi","0","0","0","0","1","0","0","0","0","0","0"
"http://weibo.com/1073008801/AlqlMDSip","0","0","0","0","0","0","0","0","0","0","0"
"http://weibo.com/1073392335/A1Yao8qbh","1","0","0","0","0","0","0","0","0","0","1"
"http://weibo.com/1074309907/BlNwSCWWb","1","0","0","0","1","0","0","0","0","0","1"
"http://weibo.com/1074329125/CayXlt53z","0","0","0","0","1","0","0","0","0","1","0"
"http://weibo.com/1074748861/CmtEmAuRL","0","0","0","0","1","0","0","0","0","0","1"
"http://weibo.com/1075009922/Bn6h38vpr","0","0","0","0","1","0","0","0","0","0","0"
"http://weibo.com/1075040653/F3g4kr0IB","0","0","0","0","1","0","0","0","1","0","1"
"http://weibo.com/1075040807/z7NjzlpHl","0","0","0","1","0","0","0","0","0","0","0"
"http://weibo.com/1075811155/ywxhI95WI","0","0","0","0","0","0","0","0","0","0","0"
"http://weibo.com/1076319401/CioSJdwMM","1","1","0","0","1","0","0","0","0","0","0"
"http://weibo.com/1076714724/zmVzvuDf2","0","0","0","0","1","0","0","0","0","0","1"
"http://weibo.com/1076806204/zmHa5qpu7","0","0","0","0","1","0","0","0","0","0","1"
"http://weibo.com/1077173264/zfvnprC14","0","0","0","0","0","0","1","0","0","0","0"
"http://weibo.com/1077173264/ztxh54HIt","0","0","1","0","1","0","0","0","1","0","1"
"http://weibo.com/1077199847/ywjYU0YLN","0","0","0","0","0","0","0","0","1","0","1"
"http://weibo.com/1077204427/H6Coi9t0v","0","0","0","0","0","0","0","0","0","0","0"
"http://weibo.com/1077554794/z45wJ2OSa","0","0","0","0","0","0","0","0","0","0","1"
"http://weibo.com/1077824980/A3Y37EHNb","0","0","0","0","0","0","0","0","0","0","1"
"http://weibo.com/1077824980/zDSak0shH","0","0","0","0","1","0","0","0","0","0","1"
"http://weibo.com/1078256582/DvtI7qUQB","0","0","0","0","0","0","0","0","0","0","1"
"http://weibo.com/1078971107/AB6nJ3d9u","0","0","0","0","1","0","0","0","0","0","1"
"http://weibo.com/1079112845/ys4aJojRi","0","0","0","0","0","0","0","0","0","0","0"
"http://weibo.com/1079688765/CaiNNiLht","0","0","0","0","1","0","0","0","0","1","0"
"http://weibo.com/1080504934/zfTtyxg2J","0","0","0","0","0","0","0","0","1","0","1"
"http://weibo.com/1080807495/BjkqywoCr","1","0","0","0","0","0","0","0","0","0","0"
"http://weibo.com/1081275901/BFRcZ2S5w","0","0","0","0","0","0","0","1","0","1","1"
"http://weibo.com/1081343674/yBgWzAy7R","1","0","0","0","1","1","0","0","0","0","1"
"http://weibo.com/1081459994/ztdz9FP9U","0","0","0","0","0","0","0","0","0","0","0"
"http://weibo.com/1081712163/A5kYjgvVh","0","0","0","0","1","0","0","0","0","1","1"
"http://weibo.com/1081734647/Hkqr2dvJQ","0","0","0","0","0","0","0","0","0","0","0"
"http://weibo.com/1082142754/Hl83t66um","0","0","0","0","0","0","0","0","0","0","0"
