"weibo_url","topic"
"http://weibo.com/1035938010/A2VYqzenZ","Missing Child"
"http://weibo.com/1036132881/CirDP7dW9","Food Safety"
"http://weibo.com/1036417300/A0Ev0f6jq","Government Official"
"http://weibo.com/1036636410/z2icR8Tl3","Urgent/Severe/Bad Situation"
"http://weibo.com/1036904145/z9rTdteJv","Urgent/Severe/Bad Situation"
"http://weibo.com/1039142083/zt1Lkfk3N","Urgent/Severe/Bad Situation"
"http://weibo.com/1039143965/D12bNnQCQ","Social Phenomenon"
"http://weibo.com/1039159822/zcY8Br0g9","Food Safety"
"http://weibo.com/1039168810/B72cIfMzy","Crime"
"http://weibo.com/1039381781/CaRBYmUJ0","Missing Child"
"http://weibo.com/1039533510/BsuWWDjVY","Health"
"http://weibo.com/1039802142/CtE9mwzGy","Public Administration"
"http://weibo.com/1039834980/Dq9d6vxhk","Missing Child"
"http://weibo.com/1040123665/CaefPnXre","Missing Child"
"http://weibo.com/1040163605/zwQw8dZXa","Man-made"
"http://weibo.com/1040445513/B6PVl4rdn","Authority Bullying"
"http://weibo.com/1040445513/C90TrpveX","Authority Bullying"
"http://weibo.com/1041165241/Cof3O9Qw5","Social Phenomenon"
"http://weibo.com/1041497895/zvu5xES2h","Conspiracy"
"http://weibo.com/1041571747/EvVrHhgcU","Food Safety"
"http://weibo.com/1041615255/A6GjS1lny","Business/ Finance"
"http://weibo.com/1041623083/zAaCdC3bN","NCEE"
"http://weibo.com/1041767682/CEUlDjUgP","Food Safety"
"http://weibo.com/1041955264/zxGSAgxMo","Health"
"http://weibo.com/1042005372/A4rjtmWXj","Missing Child"
"http://weibo.com/1042275254/A2xZelepo","Missing Child"
"http://weibo.com/1042282663/zEMqL0H2E","Public Administration"
"http://weibo.com/1042343350/A2Qf0dmIT","Missing Child"
"http://weibo.com/1042444454/CvKQpnLtf","Man-made"
"http://weibo.com/1042683173/zmYoxr4Uz","Food Safety"
"http://weibo.com/1042857523/Ce3ks1Ajf","Missing Child"
"http://weibo.com/1043126152/zt4r8si5f","Urgent/Severe/Bad Situation"
"http://weibo.com/1043244310/EDlFwhAa0","Education"
"http://weibo.com/1043287235/ztnLJrwlN","Social Phenomenon"
"http://weibo.com/1043320390/B4JDgD0by","Education"
"http://weibo.com/1043320390/Beoytl8aR","Business/ Finance"
"http://weibo.com/1043903564/CinDAF0gm","Food Safety"
"http://weibo.com/1043913281/zActU5stD","NCEE"
"http://weibo.com/1043917662/CvWP6ad1L","Conspiracy"
"http://weibo.com/1044151140/CauR5ye0x","Missing Child"
"http://weibo.com/1044585931/z7z8C8IWC","Health"
"http://weibo.com/1044733422/B79I230dd","NCEE"
"http://weibo.com/1044831894/z7yM8zfGd","Celebrity"
"http://weibo.com/1044842047/DvuB4ajML","Government Official"
"http://weibo.com/1044937630/ztdRIhIP6","Urgent/Severe/Bad Situation"
"http://weibo.com/1045013922/zt4xVsOkT","Urgent/Severe/Bad Situation"
"http://weibo.com/1045108352/CbKJBABBV","Food Safety"
"http://weibo.com/1045508955/znBuE513C","NULL(Topic)"
"http://weibo.com/1045813652/FaJ3CDSHv","Conspiracy"
"http://weibo.com/1045871234/zmwxvabSF","Authority Bullying"
"http://weibo.com/1045880445/yBg8kf6J1","Japan & China"
"http://weibo.com/1046279075/C3X7Ki2Kd","Missing Child"
"http://weibo.com/1046330545/F9HXzowYi","Crime"
"http://weibo.com/1046457711/zAc44fH5W","NCEE"
"http://weibo.com/1047095247/A0uDmhYuj","Food Safety"
"http://weibo.com/1047111141/zt5jYDsz0","Natural Disaster"
"http://weibo.com/1047434107/E5cFE2bE6","NCEE"
"http://weibo.com/1047718533/A3uGRf8Kc","Food Safety"
"http://weibo.com/1047865900/AqI26zGRq","Lost&Found"
"http://weibo.com/1047997560/z4e9QB2Vy","Urgent/Severe/Bad Situation"
"http://weibo.com/1048541842/C40rLfO0g","Missing Child"
"http://weibo.com/1048630987/zEiMi7OSC","Food Safety"
"http://weibo.com/1048939537/CdX8kxh58","Missing Child"
"http://weibo.com/1049092272/CnSHWplEl","Social Phenomenon"
"http://weibo.com/1050043237/zqRSglLIG","Business/ Finance"
"http://weibo.com/1050157320/Ciw2b09No","Food Safety"
"http://weibo.com/1050241223/CojKs7SFH","Human Trafficking"
"http://weibo.com/1050306925/CyORK5HTT","Japan & China"
"http://weibo.com/1050558141/Cj2pLEdqO","Food Safety"
"http://weibo.com/1050558141/CjKPcvJI8","Missing Child"
"http://weibo.com/1050647232/ztcYPovXp","Authority Bullying"
"http://weibo.com/1050793967/yBnX77izS","Other(Topic)"
"http://weibo.com/1050793967/yBnXiCCjX","Japan & China"
"http://weibo.com/1050803647/A1chultpZ","Authority Bullying"
"http://weibo.com/1050951164/AmHDPF9o9","Public Administration"
"http://weibo.com/1050970895/Caf7Kkv97","Education"
"http://weibo.com/1051050092/yAKGlo3jA","Japan & China"
"http://weibo.com/1051515464/CcJSKdEp2","Food Safety"
"http://weibo.com/1051793411/yr5XOb5zC","Food Safety"
"http://weibo.com/1051999915/zqI3zz79W","Business/ Finance"
"http://weibo.com/1052190472/zegThgalu","Crime"
"http://weibo.com/1052610521/zd1otgqgD","Food Safety"
"http://weibo.com/1053240222/BBNUJ8Dku","Missing Child"
"http://weibo.com/1053319084/BjBu1FJmm","Japan & China"
"http://weibo.com/1053533805/BEuQjoL9S","Authority Bullying"
"http://weibo.com/1053559714/yAwUHhhds","Japan & China"
"http://weibo.com/1053639403/C148kl47a","Missing Child"
"http://weibo.com/1053683387/Cl1ppBhBZ","NCEE"
"http://weibo.com/1053715843/BF2TNxNv9","Food Safety"
"http://weibo.com/1053865263/DvtYlkO8z","Government Official"
"http://weibo.com/1053953693/yyrCMkjVE","Celebrity"
"http://weibo.com/1054158741/HaNB7ntAE","Health"
"http://weibo.com/1054515830/AAMoW7Rd5","Man-made"
"http://weibo.com/1054639995/B4KKSlpyn","Education"
"http://weibo.com/1054892153/C9KEZoyVg","Missing Child"
"http://weibo.com/1054966952/Cl1HlhCHa","NCEE"
"http://weibo.com/1056471955/Cgzl7ArZ7","Food Safety"
"http://weibo.com/1057288877/BEqbMgvjR","Urgent/Severe/Bad Situation"
"http://weibo.com/1057556052/z7DZjBeCd","Urgent/Severe/Bad Situation"
"http://weibo.com/1057720517/ChBRM45pD","Missing Child"
"http://weibo.com/1057765873/A1aSzdH0r","Authority Bullying"
"http://weibo.com/1057836041/BECuzsSQl","Government Official"
"http://weibo.com/1057871342/BsJQYDWI7","Health"
"http://weibo.com/1058123813/A0DBfA6nq","Government Official"
"http://weibo.com/1058179681/Cvyk7immu","Health"
"http://weibo.com/1058597294/yCKSXbCOP","NCEE"
"http://weibo.com/1058657922/z9gihoCKy","Human Trafficking"
"http://weibo.com/1058904683/EnShA2tc1","Missing Child"
"http://weibo.com/1059711041/zFD6tsrAp","Food Safety"
"http://weibo.com/1062544155/z984BuapZ","Corruption"
"http://weibo.com/1062544155/zleH5oaKR","Government Official"
"http://weibo.com/1063040937/yxqJyeUup","Entertainment"
"http://weibo.com/1063248851/ChvoL1qdq","Justice"
"http://weibo.com/1063377732/ylLnp4TZz","Public Administration"
"http://weibo.com/1063768873/yBuS5svNW","Anecdotes"
"http://weibo.com/1063768873/z6FTZaB2u","Justice"
"http://weibo.com/1063768873/zrmZYpRhK","Government Official"
"http://weibo.com/1063975587/GfQxRDskl","Man-made"
"http://weibo.com/1064056163/C9VDltOPK","Missing Child"
"http://weibo.com/1064353605/C1zfAmTzc","Human Trafficking"
"http://weibo.com/1064353605/yAC2BtxaV","Japan & China"
"http://weibo.com/1064959203/AA45OxhbK","Man-made"
"http://weibo.com/1065765903/BEqKP3Vdg","Authority Bullying"
"http://weibo.com/1065765903/zliyokswM","Government Official"
"http://weibo.com/1066389481/ABn3PsoeU","Man-made"
"http://weibo.com/1066720370/CdZfRgip5","Missing Child"
"http://weibo.com/1067210492/yyx01s6uO","Social Phenomenon"
"http://weibo.com/1067344672/Fencmg1IJ","Natural Disaster"
"http://weibo.com/1068217150/BFkv3asuj","Anecdotes"
"http://weibo.com/1068303362/yw60JAH9Z","Other(Topic)"
"http://weibo.com/1068991610/At1AvdjiV","Missing Child"
"http://weibo.com/1069097795/Cl1JQmC2y","NCEE"
"http://weibo.com/1070221914/DAyOF8xRA","Missing Child"
"http://weibo.com/1070969951/A5cklpoMm","Crime"
"http://weibo.com/1070969951/CDNtXc4ky","Urgent/Severe/Bad Situation"
"http://weibo.com/1070969951/CDNuoogsW","Urgent/Severe/Bad Situation"
"http://weibo.com/1070969951/CDNw8wGSs","Urgent/Severe/Bad Situation"
"http://weibo.com/1070969951/zlosqoURW","Japan & China"
"http://weibo.com/1071561494/BtDyFf5F5","Other(Topic)"
"http://weibo.com/1071724801/zotzDwyvl","Human Trafficking"
"http://weibo.com/1072557183/BtwJV8Dnt","Health"
"http://weibo.com/1072746874/ECaWeEloi","Food Safety"
"http://weibo.com/1073008801/AlqlMDSip","NULL(Topic)"
"http://weibo.com/1073392335/A1Yao8qbh","Celebrity"
"http://weibo.com/1074309907/BlNwSCWWb","Social Phenomenon"
"http://weibo.com/1074329125/CayXlt53z","Missing Child"
"http://weibo.com/1074748861/CmtEmAuRL","Man-made"
"http://weibo.com/1075009922/Bn6h38vpr","Celebrity"
"http://weibo.com/1075040653/F3g4kr0IB","Justice"
"http://weibo.com/1075040807/z7NjzlpHl","Urgent/Severe/Bad Situation"
"http://weibo.com/1075811155/ywxhI95WI","Celebrity"
"http://weibo.com/1076319401/CioSJdwMM","Food Safety"
"http://weibo.com/1076714724/zmVzvuDf2","Authority Bullying"
"http://weibo.com/1076806204/zmHa5qpu7","Authority Bullying"
"http://weibo.com/1077173264/zfvnprC14","Other(Topic)"
"http://weibo.com/1077173264/ztxh54HIt","Corruption"
"http://weibo.com/1077199847/ywjYU0YLN","Entertainment"
"http://weibo.com/1077204427/H6Coi9t0v","Health"
"http://weibo.com/1077554794/z45wJ2OSa","Urgent/Severe/Bad Situation"
"http://weibo.com/1077824980/A3Y37EHNb","Government Official"
"http://weibo.com/1077824980/zDSak0shH","Justice"
"http://weibo.com/1078256582/DvtI7qUQB","NCEE"
"http://weibo.com/1078971107/AB6nJ3d9u","Man-made"
"http://weibo.com/1079112845/ys4aJojRi","NULL(Topic)"
"http://weibo.com/1079688765/CaiNNiLht","Missing Child"
"http://weibo.com/1080504934/zfTtyxg2J","Other(Topic)"
"http://weibo.com/1080807495/BjkqywoCr","Entertainment"
"http://weibo.com/1081275901/BFRcZ2S5w","Urgent/Severe/Bad Situation"
"http://weibo.com/1081343674/yBgWzAy7R","Japan & China"
"http://weibo.com/1081459994/ztdz9FP9U","Man-made"
"http://weibo.com/1081712163/A5kYjgvVh","Missing Child"
"http://weibo.com/1081734647/Hkqr2dvJQ","Man-made"
"http://weibo.com/1082142754/Hl83t66um","Man-made"
"http://weibo.com/1082490144/zkkuxqsqK","Business/ Finance"
"http://weibo.com/1082565501/zE46Ti4RL","Government Official"
"http://weibo.com/1082615150/CxbzNgxUA","Social Phenomenon"
"http://weibo.com/1082667520/CmyBJtrvA","Missing Child"
"http://weibo.com/1083014823/zA9o90beX","NCEE"
"http://weibo.com/1083193253/CaNi5mzy2","Education"
"http://weibo.com/1083193253/CaNiRvVRF","Education"
"http://weibo.com/1083279142/CFDX6CxFl","Urgent/Severe/Bad Situation"
"http://weibo.com/1083438352/Ar5qgzmA3","International News"
"http://weibo.com/1083438352/ztdpU7nrm","Celebrity"
"http://weibo.com/1083464200/A1l8IkeYw","Conspiracy"
"http://weibo.com/1083799840/B9nzmj62j","NCEE"
"http://weibo.com/1084336831/CvL2NmZrX","Conspiracy"
"http://weibo.com/1084418114/A5K3Szrdj","Business/ Finance"
"http://weibo.com/1084509982/ArsVL2Brd","Lost&Found"
"http://weibo.com/1084943100/zma4S7PoG","Conspiracy"
"http://weibo.com/1084989092/CvLUkldfr","Conspiracy"
"http://weibo.com/1085350664/BgD0t7Skc","Natural Disaster"
"http://weibo.com/1086224851/CgSCAqP8u","Food Safety"
"http://weibo.com/1086453517/AANNt8xcY","Man-made"
"http://weibo.com/1086835775/CciA3dFjf","Missing Child"
"http://weibo.com/1087210627/D15KDyXFk","Social Phenomenon"
"http://weibo.com/1087210627/D15KodW5E","Social Phenomenon"
"http://weibo.com/1087437807/CvBxYe0Cf","Public Administration"
"http://weibo.com/1087787954/zd1r1DNZJ","Food Safety"
"http://weibo.com/1088362635/z9iZvAqI9","Business/ Finance"
"http://weibo.com/1088392360/yCqRd6AR6","NULL(Topic)"
"http://weibo.com/1088419461/yDl2Te395","NULL(Topic)"
"http://weibo.com/1088448433/yByFM738z","NULL(Topic)"
"http://weibo.com/1088828861/zdxfT7AE3","Food Safety"
"http://weibo.com/1089334362/zt8Rh9Nv7","Urgent/Severe/Bad Situation"
"http://weibo.com/1092205315/z8jWkmzHl","Urgent/Severe/Bad Situation"
"http://weibo.com/1092271125/Ce1ZMFkyH","Missing Child"
"http://weibo.com/1092465831/zqBGtA9QE","Business/ Finance"
"http://weibo.com/1093256464/yxrwMo5Lg","Public Administration"
"http://weibo.com/1093537233/zzKkpFcWF","Authority Bullying"
"http://weibo.com/1093847924/CCG1Rw3Xs","Crime"
"http://weibo.com/1094042841/yrUuPw3ek","Celebrity"
"http://weibo.com/1094065564/zA9GdbtYA","NCEE"
"http://weibo.com/1094279723/ztb21yYKk","Celebrity"
"http://weibo.com/1095380460/A02p67frz","Missing Child"
"http://weibo.com/1095917545/ztegEkuhA","Celebrity"
"http://weibo.com/1096089695/yBgreaERc","Entertainment"
"http://weibo.com/1097565313/zdNCFBpWb","Authority Bullying"
"http://weibo.com/1097565313/zmsL5pL2V","Authority Bullying"
"http://weibo.com/1097664011/A3cqLg8eB","Food Safety"
"http://weibo.com/1097957341/zte9C9xzR","Anecdotes"
"http://weibo.com/1098618600/Bjhl3lYgB","Entertainment"
"http://weibo.com/1099760774/yCqIenV8u","NULL(Topic)"
"http://weibo.com/1099964687/yCrpYlSQn","NULL(Topic)"
"http://weibo.com/1100001644/HpDmP3sVR","International News"
"http://weibo.com/1100205050/A3oAfEnIE","Food Safety"
"http://weibo.com/1100273291/Coi1WdtjX","Social Phenomenon"
"http://weibo.com/1100355064/CkSynvq8Q","NCEE"
"http://weibo.com/1100399650/A1f2MEflJ","Human Trafficking"
"http://weibo.com/1100708705/CiocKf3ya","Food Safety"
"http://weibo.com/1100920943/F4zkWjTAX","Food Safety"
"http://weibo.com/1101047077/A2PTdxnvN","Food Safety"
"http://weibo.com/1101118912/C8ctc1hkv","Lost&Found"
"http://weibo.com/1101447932/CvGD95xG6","Conspiracy"
"http://weibo.com/1101593237/Cztjz4nfb","Food Safety"
"http://weibo.com/1101658070/zvDD7jrS1","Conspiracy"
"http://weibo.com/1101659831/C0awrjHbJ","Urgent/Severe/Bad Situation"
"http://weibo.com/1101928651/Dg7CPwGgS","Health"
"http://weibo.com/1101928651/F1Lnyz6KZ","Food Safety"
"http://weibo.com/1101928651/FhWmuvmfT","Other(Topic)"
"http://weibo.com/1102154341/CoyQx9w5C","Human Trafficking"
"http://weibo.com/1102340324/CdSxyiL9p","Missing Child"
"http://weibo.com/1102845227/z3Q4bD0vd","Conspiracy"
"http://weibo.com/1103317475/zo7RK696i","Japan & China"
"http://weibo.com/1103367910/yCq4MAqzG","NULL(Topic)"
"http://weibo.com/1103926227/zAau5cAhp","NCEE"
"http://weibo.com/1104073081/z8Hm8wtB2","Urgent/Severe/Bad Situation"
"http://weibo.com/1104092295/Cb7aD7CCY","Missing Child"
"http://weibo.com/1104164511/Chui5hMrf","Missing Child"
"http://weibo.com/1104174024/CobD3oPa0","Missing Child"
"http://weibo.com/1104189477/Ci5gfulks","Food Safety"
"http://weibo.com/1104247700/Cm5tBg93a","Missing Child"
"http://weibo.com/1104273701/CjWpdj6El","Missing Child"
"http://weibo.com/1104573752/BuP6fwvP9","Anecdotes"
"http://weibo.com/1104783111/BDAwKvJ1U","Man-made"
"http://weibo.com/1105057212/EDxCmbduC","International News"
"http://weibo.com/1105243673/ECkSHDl9o","Food Safety"
"http://weibo.com/1105243673/ztbZ5jpUJ","Celebrity"
"http://weibo.com/1105471911/Bn9jHjdc9","Celebrity"
"http://weibo.com/1105531447/DqPn5yjnH","Missing Child"
"http://weibo.com/1105779030/Ci7Yyv7ds","Justice"
"http://weibo.com/1105781007/BFWhhxfED","Food Safety"
"http://weibo.com/1106002861/CzCB6EjTz","Food Safety"
"http://weibo.com/1106158893/znh5fuyyT","Celebrity"
"http://weibo.com/1106175647/Cy6s6gIpr","Social Phenomenon"
"http://weibo.com/1106287247/F29ziynGd","Food Safety"
"http://weibo.com/1106291370/AmCxKj673","Public Administration"
"http://weibo.com/1106382191/FdShQ6jx4","Justice"
"http://weibo.com/1106705712/EypAwiSAG","International News"
"http://weibo.com/1106851922/Amx2L40jL","Public Administration"
"http://weibo.com/1106957832/zoT4rymVb","Social Phenomenon"
"http://weibo.com/1106957832/zx18tpvz7","Anecdotes"
"http://weibo.com/1107085874/zmrRHaOq1","Government Official"
"http://weibo.com/1107620553/zqXfGFE3D","Japan & China"
"http://weibo.com/1108393994/CxtJObNv8","Social Phenomenon"
"http://weibo.com/1108808875/zxU8f72dY","Health"
"http://weibo.com/1109001040/Cl2GMbpwM","NCEE"
"http://weibo.com/1109007333/Ci0h7ATKV","Food Safety"
"http://weibo.com/1109041710/BkcR8yBMt","Health"
"http://weibo.com/1109137074/GnAYNuqvf","NULL(Topic)"
"http://weibo.com/1109343114/zmP44qFDy","Food Safety"
"http://weibo.com/1109343114/ztdBd2GC5","Anecdotes"
"http://weibo.com/1109669217/zEsSXxvNB","Public Administration"
"http://weibo.com/1109885792/A5Npo3X4K","Health"
"http://weibo.com/1110087244/CyCKb7BLc","Japan & China"
"http://weibo.com/1110107880/DEw7ztTn1","Other(Topic)"
"http://weibo.com/1110270154/znryD9r9m","Celebrity"
"http://weibo.com/1110350990/Fz6Ip9Xdu","Anecdotes"
"http://weibo.com/1110444173/AaPt1fFdc","Urgent/Severe/Bad Situation"
"http://weibo.com/1110470002/z8uxJjpoF","Urgent/Severe/Bad Situation"
"http://weibo.com/1110486920/C30s3iITm","Missing Child"
"http://weibo.com/1110633912/DuTROguQW","Public Administration"
"http://weibo.com/1110985501/yAw3upmpj","Japan & China"
"http://weibo.com/1111003472/DwQlpu6MC","Food Safety"
"http://weibo.com/1111023677/zqS3dqN5v","Business/ Finance"
"http://weibo.com/1111025652/CiomT4d6y","Food Safety"
"http://weibo.com/1111075701/ApdDia4YH","NULL(Topic)"
"http://weibo.com/1111082282/E2BNo5vjW","Public Administration"
"http://weibo.com/1111102557/CdYFR7sg7","Missing Child"
"http://weibo.com/1111328783/EwJiA8xGf","Food Safety"
"http://weibo.com/1111550043/DyH9yx6SP","NCEE"
"http://weibo.com/1111987872/zt1uW37H0","Urgent/Severe/Bad Situation"
"http://weibo.com/1112013761/Bd0Tiwxo3","Human Trafficking"
"http://weibo.com/1112032537/Bu9K0hl17","Health"
"http://weibo.com/1112117767/Cn1Bo4ieH","Missing Child"
"http://weibo.com/1112319711/yAUI5w5p2","Japan & China"
"http://weibo.com/1112427804/CebDospTS","Missing Child"
"http://weibo.com/1113239727/Bnf0ceEJI","Health"
"http://weibo.com/1113471424/zmGMCq4oz","Authority Bullying"
"http://weibo.com/1113755561/znKxC75et","Entertainment"
"http://weibo.com/1113903585/CaCF9dzu8","Missing Child"
"http://weibo.com/1114476891/Cl0xMbq7D","NCEE"
"http://weibo.com/1114615214/z97jPcSRd","Government Official"
"http://weibo.com/1114892360/zd4zEoAA7","Food Safety"
"http://weibo.com/1115005444/CiovYfded","Food Safety"
"http://weibo.com/1115131041/C46ZutCqH","Missing Child"
"http://weibo.com/1115342083/CnSkL7OZQ","Missing Child"
"http://weibo.com/1115545473/yCMNUmV6g","NULL(Topic)"
"http://weibo.com/1115995831/CdzUM5aUq","Missing Child"
"http://weibo.com/1116503657/CdYFOpKT3","Missing Child"
